InterfaceUID,InterfaceParentInterfaceUID,InterfaceMachineUID,InterfaceIP,InterfaceMAC,InterfaceNetworkUID,InterfaceDNSName,InterfaceSwitchNumber,InterfaceSwitchPosition,InterfaceNote,InterfacePreffered
N'0022ec70-174c-40d1-ae2f-12ea7c29cb8b',N'                                    ',N'2bbb4e7e-d168-42ef-ac4e-2741fb06a782',N'147.231.25.18',N'00:30:6e:2c:7c:94',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias18',N'sw009',N'H9',NULL,NULL
N'00988793-9698-4595-8901-a3cc77c2e548',N'                                    ',N'77e152a1-190a-45d9-9c4d-b203dc7a56e6',N'147.231.25.154',N'00:1A:4B:D1:D7:74',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias154',N'swR052',N'4',NULL,NULL
N'00cf1833-6235-43a7-b68c-5bb6f5ec05fa',NULL,N'ae881066-12bb-4d9b-9e5d-fc3db3b64262',N'172.16.2.41',N'00:1F:C6:D9:4C:B0',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis41',N'swL101',N'41',NULL,NULL
N'0131e8e1-56e0-4f4c-8b03-3ffbf64aace0',NULL,N'37d38662-ba96-4ab1-b8df-90521c7bc84f',N'147.231.26.147',N'A4:BA:DB:E0:DD:6A',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'serv147.fzu.cz',NULL,NULL,NULL,NULL
N'014078aa-38ac-4bdc-9590-fc2e052b1157',NULL,N'c3b69e88-3c6a-4925-952e-deefd4e607b1',N'172.16.6.27',N'E4:1F:13:22:78:C6',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis27',N'swL111',N'27',NULL,NULL
N'018cba10-1f68-4c44-830b-32de5bab9081',NULL,N'2226bafe-3451-4326-8cce-b37373182d81',N'172.16.1.9',N'00:30:48:C6:49:7C',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix09',N'swL051',N'9',NULL,NULL
N'01a1a616-fc73-4178-9c73-9ca0f287a6b4',N'                                    ',N'97e7ef26-47bd-451e-8414-697167be7cfc',N'147.231.25.15',N'00:30:6e:2c:69:66',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias15',N'sw009',N'H6',NULL,NULL
N'01b709d2-35f5-4c8f-9de7-d0005213e1b8',NULL,N'e466cd97-9a9b-4002-bad0-80ece05c9d69',N'172.16.2.72',N'00:23:54:21:73:6A',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis72',N'swL102',N'30',NULL,NULL
N'01bfb488-fe7a-424e-9d0c-97370b37f36a',NULL,N'ac40dc02-665e-4080-9e79-6883ae71f553',N'147.231.25.37',N'00:40:63:F5:15:17',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'storage11',N'sw253',N'3/36',NULL,NULL
N'02a78b1a-4831-4931-aae3-d5328a1850bf',NULL,N'0748ad55-4221-4727-8ecf-81d9124c02a2',N'172.16.6.14',N'E4:1F:13:22:60:A2',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis14',N'swL111',N'14',NULL,NULL
N'02fd7c57-6c37-4a48-9bc0-f049216fd64d',NULL,N'a3fc5032-6c08-4e90-a384-2d0934fda16f',N'147.231.27.170',N'00:00:00:00:00:00',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'weber.fzu.cz',N'swL071',N'28',NULL,NULL
N'038447a6-f12d-4676-a323-a747668e9f3b',NULL,N'09accd81-f4a6-4728-b18d-dc497014b678',N'172.16.2.22',N'00:1F:C6:DA:16:92',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis22',N'swL101',N'22',NULL,NULL
N'0440b232-d897-4284-b116-1730b3089278',NULL,N'382866d4-9eb9-4c01-b8bf-0cd9a8a1ec73',N'172.16.6.15',N'E4:1F:13:22:6B:FA',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis15',N'swL111',N'15',NULL,NULL
N'045fd486-c538-46a0-ad06-9cb0a4e92aab',NULL,N'5b0180cc-9ef8-4289-9a5c-1ee1071a7e91',N'172.16.6.56',N'E4:1F:13:22:64:5C',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis56',N'swL112',N'24',NULL,NULL
N'05191e5c-0c0b-4e16-94e1-175bde930043',N'                                    ',N'9df73ceb-2d67-4fc5-9bf3-b8daaabc85e8',N'147.231.25.161',N'00:19:BB:3E:7D:66',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias161',N'swR052',N'13',NULL,NULL
N'05b51420-fd06-45e8-8f4c-f285aa29976d',N'                                    ',N'7dc29445-f8ce-4a77-9f95-61407885cf16',N'147.231.25.169',N'00:23:7D:3B:D2:B4',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias169',N'swR051',N'15',NULL,NULL
N'0626be3f-8ab7-47ed-8562-32730d5f458b',NULL,N'88f8f1b9-7aaf-4777-bec8-a33e93805ec0',N'172.16.6.35',N'E4:1F:13:22:3A:62',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis35',N'swL112',N'3',NULL,NULL
N'0646be12-23ac-43b3-99c5-fc729e996d92',NULL,N'78b5083d-cbb0-41d7-af11-3faaed132edd',N'147.231.25.45',N'00:00:00:00:00:00',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'dpmpool7',N'swL013',N'0',NULL,NULL
N'064fe406-9983-4402-b5e0-2974d619d915',N'                                    ',N'd0b12a53-158f-4ee9-a8b6-737b27cb3956',N'172.16.4.35',N'00:0F:20:7A:18:4A',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum35',N'swL041',N'29',NULL,NULL
N'07b9fba0-98f8-4c0f-986c-f625a0308eaa',NULL,N'ecbad80c-e88a-4d5e-8265-3f4c2ee06a81',N'172.16.6.3',N'E4:1F:13:22:54:FC',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis03',N'swL111',N'3',NULL,NULL
N'08c294d9-74dc-4aaa-80ae-33479f1862b4',NULL,N'baaf16d3-2d97-448f-93a1-bf916fc523bf',N'147.231.25.229',N'00:10:18:4a:37:f8',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'backup',N'swR081',N'32',NULL,NULL
N'09826fb3-5eaa-4aad-9839-2f0e3826491d',N'                                    ',N'c686bd03-8c7e-4bb4-badd-35a6a0cd7121',N'172.16.4.8',N'00:0f:20:7a:e7:9e',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum08',N'swL041',N'3',NULL,NULL
N'09ded0cf-6559-494d-9c5c-1c49b8c63776',NULL,N'cc627850-040f-419b-83cb-06aebfa37f83',N'192.168.2.218',N'00:04:02:fc:56:82',N'12001c79-93a2-43c4-9833-59ec442f436c',N'satabeast3-2.monitor',N'swL031',N'16',NULL,NULL
N'0a4ceb4c-6ef3-4c2f-8d1c-151d2f36d459',N'                                    ',N'c150a962-1a56-4b9f-8cc1-6c7d57229282',N'147.231.25.117',N'00:18:71:E7:88:F5',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias117',N'swL082',N'1',NULL,NULL
N'0a5b27b3-aa4e-4fe3-b075-73925c0a5fdf',NULL,N'4f155510-2346-432d-a23d-04475cc93757',N'172.16.6.55',N'E4:1F:13:22:81:E4',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis55',N'swL112',N'23',NULL,NULL
N'0aea3ab2-6697-46d7-941d-c7fc838fc902',NULL,N'71380de4-0323-4b2b-afa4-6eaa533e777d',N'172.16.2.67',N'00:1F:C6:DA:1C:72',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis67',N'swL102',N'25',NULL,NULL
N'0c49216d-2bda-4506-ad45-f88930d0edb4',NULL,N'0ddd9046-d60e-423e-b790-afe37270bc07',NULL,N'00:00:00:00:00:00',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'666',NULL,NULL,NULL,NULL
N'0c764d62-cc20-4e4f-8a65-1fb74c710379',NULL,N'3671d49a-0c17-40c9-aff6-8e6463b3477a',N'147.231.25.253',N'00:1a:30:94:14:00',N'12001c79-93a2-43c4-9833-59ec442f436c',N'swL011.monitor',NULL,NULL,NULL,NULL
N'0ce80b30-d2e2-46a0-b192-b43761d7ee44',N'                                    ',N'be4fe012-fa9c-4e6d-a91c-363336a13795',N'147.231.25.160',N'00:19:BB:3E:7D:22',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias160',N'swR052',N'12',NULL,NULL
N'0ed9594d-f361-452d-907c-c33628c93704',N'                                    ',N'2eeccc50-33c4-4162-b96d-c7dabeffcbb9',N'147.231.25.118',N'00:16:35:C4:9B:BA',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias118',N'swL082',N'3',NULL,NULL
N'0f913b60-4960-4e67-823f-5e0f44a3f8d6',N'                                    ',N'fb546fc9-ca85-43ec-ac8e-fa9c9d8d2e90',N'172.16.4.43',N'00:0f:20:7a:e7:96',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum43',N'swL041',N'37',NULL,NULL
N'0fa6df71-c1cc-410f-9370-a2185bbafbe0',NULL,N'ba7cbdf5-d8d7-417b-8ffd-680942831ddf',NULL,N'00:00:00:00:00:00',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'SB 02-1',NULL,NULL,NULL,NULL
N'1081fe5d-6817-47ae-a5b1-775c5367062b',NULL,N'7d307528-26e9-45ba-bf5c-164a6db0c676',N'172.16.6.51',N'E4:1F:13:22:81:CC',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis51',N'swL112',N'19',NULL,NULL
N'10dd2f68-17aa-4290-b10b-2e31cab7cbe8',NULL,N'cb35b85a-48ad-467f-afea-f06df88ab5a9',N'172.16.2.28',N'00:1F:C6:DA:19:7E',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis28',N'swL101',N'28',NULL,NULL
N'10e91131-62ce-46c1-b53b-0cdcc334f238',N'                                    ',N'aea2694a-4a78-4320-8fcb-90bb9ebe29d1',N'147.231.25.119',N'00:18:71:E7:19:46',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias119',N'swL082',N'5',NULL,NULL
N'1162b6bf-dfa3-49ba-a9f7-1755efa23d4d',NULL,N'bb69571e-3779-4e7c-ac85-edcbbd2a46e5',N'172.16.6.12',N'E4:1F:13:22:82:B6',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis12',N'swL111',N'12',NULL,NULL
N'11cd9887-4e60-4963-b6c8-9d0d494788e2',N'                                    ',N'ff973f57-ba4c-488c-88b9-8c8c2c34c1a4',N'147.231.25.30',N'00:30:6e:2c:3f:7a',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias30',N'sw009',N'H21',NULL,NULL
N'11e05d1a-10d3-4e8b-b865-808d89aaaa8a',NULL,N'b3f93875-8d7b-49a4-bd3d-3f648334af73',N'172.16.2.69',N'00:1F:C6:DA:19:00',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis69',N'swL102',N'27',NULL,NULL
N'12265933-eb48-40d4-93d8-6979f0fad47d',NULL,N'146e0328-0c35-4988-8398-cb2f506bf2e8',N'172.16.2.6',N'00:1F:C6:D9:46:B0',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis06',N'swL101',N'6',NULL,NULL
N'12c08dfc-ac7b-467a-9f63-8dd03da36b65',N'                                    ',N'2b736b84-bc35-4dd1-a175-8d4ab53c625a',N'172.16.4.23',N'00:0f:20:7a:e7:fa',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum23',N'swL041',N'18',NULL,NULL
N'12f4a4ad-de09-4e80-a23b-91725a4a5f27',N'                                    ',N'26e7939e-8b36-44ea-aadb-7c1ec5f4f8e9',N'147.231.25.39',N'00:12:79:3a:52:c5',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'netflow',N'swL031',N'4',NULL,NULL
N'13a43bd2-e3ae-4803-a15f-92e0863cca83',NULL,N'762d2cd4-51e2-49f8-bd9c-aa94758d666b',N'172.16.6.31',N'E4:1F:13:22:68:16',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis31',N'swL111',N'31',NULL,NULL
N'13f5c51f-b9ca-469f-a7b5-43eea179d8ba',NULL,N'8660a2b4-f153-4b2c-9fdd-97774284869e',N'172.16.6.57',N'E4:1F:13:22:7E:3C',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis57',N'swL112',N'25',NULL,NULL
N'144e94ba-398e-4514-967d-2efa233258af',NULL,N'04d2eea9-2ba5-46cf-a017-8f9147345809',N'147.231.25.225',N'00:30:48:92:89:70',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'se4',N'swR081',N'57',NULL,NULL
N'14b72ed1-9b57-4473-85f3-b5d0dc166ae9',NULL,N'ede5a1f4-6e16-4da8-97b3-1ddcc589debd',N'172.16.2.56',N'00:1F:C6:D9:46:DE',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis56',N'swL102',N'14',NULL,NULL
N'154dc4d2-ea56-4cf0-8c61-24d86bc33249',N'                                    ',N'9b875226-1159-4821-8713-948b8263398f',N'147.231.25.26',N'00:02:b3:a4:32:ea',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias26',N'sw009',N'D1',NULL,NULL
N'15a6044a-5c80-41a5-94c5-942719882b52',NULL,N'a31af9f2-6261-4914-a98c-25d64f9cbddf',N'147.231.26.150',N'00:00:00:00:00:00',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'dalila.fzu.cz',N'sw253',N'4/22',NULL,NULL
N'15b8a889-2392-45a4-a7f7-bbeea46e69f9',N'                                    ',N'8cac0f5f-8d18-4bd6-9492-8a8f3ec372ff',N'147.231.25.140',N'00:1C:C4:AA:1A:7C',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias140',N'swL081',N'11',NULL,NULL
N'15cafd2e-6de2-473b-b07b-2033091d4838',NULL,N'0f1280f5-566d-445a-b107-9e67555f87e8',N'147.231.27.97',N'18:A9:05:4D:A1:AE',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'jonas.fzu.cz',N'sw253',N'3/18',NULL,NULL
N'16018c97-290d-49ab-b585-625052ab71f0',N'                                    ',N'd220a406-6b84-4c41-bb27-9a9db7353ee7',N'172.16.4.54',N'00:12:79:3a:d3:4b',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum54',N'swL071',N'18',NULL,NULL
N'1611f49e-b4b8-4e4c-b772-ce936c972de2',N'                                    ',N'b0dff594-bafd-488f-a6ed-6a5be4e37ecf',N'172.16.4.17',N'00:0f:20:7a:f7:10',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum17',N'swL041',N'12',NULL,NULL
N'16155d65-d3a5-4d7f-babe-ace8e60f36ab',NULL,N'3aaac965-ff39-43bb-af7d-8744671fa113',N'172.16.6.45',N'E4:1F:13:22:71:04',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis45',N'swL112',N'13',NULL,NULL
N'16831ff7-3a1d-469f-a974-1541d25953fe',NULL,N'a179eb39-c5aa-4547-b71e-8f65e6f35fcc',N'172.16.1.1',N'00:30:48:C5:42:BE',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix01',N'swL051',N'1',NULL,NULL
N'17208662-9c3a-47d4-98a6-3c2cab8d3708',NULL,N'1a567cd9-f004-4914-8895-db220d0dabad',N'172.16.2.13',N'00:1F:C6:DA:19:FA',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis13',N'swL101',N'13',NULL,NULL
N'177ff96e-5105-4394-a17d-22b67e936091',NULL,N'ede8258e-96f5-4f9e-923b-1c9907c7be88',N'147.231.25.220',N'00:30:48:59:86:E3',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'thsun.farm.particle.cz',NULL,NULL,NULL,NULL
N'178e9f61-5e95-4cbb-9546-eeed86d749a4',N'                                    ',N'f0e0e0d3-0cd3-41ef-9f8f-2728fa0a147e',N'147.231.25.21',N'00:30:6e:2c:4c:9e',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias21',N'sw009',N'H12',NULL,NULL
N'17c3e5d4-f414-4f93-bcb7-6264ff1ccb6c',NULL,N'6f6c0660-bbe4-4df2-96ea-3be083244e29',N'172.16.2.75',N'00:1F:C6:DA:1B:B8',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis75',N'swL102',N'33',NULL,NULL
N'191a92e4-93c2-4329-9759-26faaffc877a',NULL,N'899e8665-19fc-4dd6-ba56-f4f1e102d29e',N'147.231.25.210',N'00:1b:78:94:31:82',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'evickat',N'swR071',N'15',NULL,NULL
N'19cf8bff-5f92-432d-b208-992bdad5934d',NULL,N'faf8d4c5-b07b-48fb-b90b-2c83540e0657',N'172.16.7.7',N'e4:1f:13:ef:2a:6c',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'ib07',N'swL111',N'38',NULL,NULL
N'1a2faa46-20dd-466e-9fc6-e70913d0ac03',NULL,N'92e3e8c6-8dac-44fb-a4b9-f6355bb8b77f',N'147.231.25.36',N'00:24:21:9B:4A:A2',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'dpmpool14',N'sw253',N'4/4',NULL,NULL
N'1a54d536-f7fc-4290-97c8-051ec47b57c3',N'                                    ',N'7f19e7c5-2e6e-4c8e-958c-be2778add10d',N'147.231.25.59',N'00:0f:20:7a:b7:68',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'goliasx59',N'sw011',N'14',NULL,NULL
N'1af33959-a5a9-4396-8246-1265c7ba1d4e',NULL,N'bc8556f6-4704-4912-9b34-1a322262c052',N'10.26.202.10',N'00:09:3D:12:1B:AD',N'3a9e668d-e858-47c0-9998-3c9846838134',N'thsun21.fzu.cz',NULL,NULL,NULL,NULL
N'1affe9ad-f99b-40cf-b1ef-ffa7f6371111',N'                                    ',N'8f53324b-6e55-4132-951c-0b9188fbf69f',N'172.16.4.47',N'00:11:85:d4:8a:aa',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum47',N'swL071',N'11',NULL,NULL
N'1b02ed1d-d34e-4d2f-9061-a2bae4ad4863',NULL,N'bb622449-4ea9-43ef-bfa3-a08bc0813dc2',N'172.16.1.35',N'00:30:48:C6:A8:AA',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix35',N'swL051',N'35',NULL,NULL
N'1b97c2d1-6030-4ba2-a4ec-744b16237d8a',N'                                    ',N'25ea09d3-41b9-48e2-be3c-ce34c051e230',N'172.16.4.6',N'00:0f:20:7a:a7:4a',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum06',N'swL041',N'1',NULL,NULL
N'1c47af54-bbd8-4109-b36d-fc2a265b6756',NULL,N'4a5cdab7-53ee-4811-a79a-3c58084e8b0b',N'172.16.5.5',N'00:30:48:C9:51:94',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'saltix05',N'swL051',N'45',NULL,NULL
N'1c908143-3533-4b97-900f-3dee0e88b624',NULL,N'5e43027a-67ef-43ad-afbf-8f60630e7ebb',N'147.231.25.98',N'00:16:35:3B:8E:36',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'se3',N'sw253',N'3/45',NULL,NULL
N'1cd15023-4962-4b58-a090-f670082979f0',NULL,N'96297497-b6b1-4948-8772-a95bef64a8e7',N'172.16.1.17',N'00:30:48:C6:49:5A',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'salix17',N'swL051',N'17',NULL,NULL
N'1d13fd2b-412a-4296-a35f-197e1a3a707e',NULL,N'99624f68-b281-49eb-9036-3f0e245ebcc8',N'172.16.2.74',N'00:1F:C6:D9:46:DC',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis74',N'swL102',N'32',NULL,NULL
N'1d572c35-3401-47fb-b31e-c1ab89ce971e',NULL,N'38b157a2-8aed-43e1-ba51-704edab89ada',N'172.16.1.29',N'00:30:48:C6:49:3C',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix29',N'swL051',N'29',NULL,NULL
N'1d81e448-1468-4553-9e1e-fefb4ee4c812',NULL,N'f043dba1-3d7e-4513-82f8-1df6c0a3de63',N'172.16.2.61',N'00:1F:C6:D9:47:7C',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis61',N'swL102',N'19',NULL,NULL
N'1dfca7a6-ff3a-4c75-8007-811b74d659e4',NULL,N'f851e3fb-2e27-4059-a141-cd69f8dc1f0f',NULL,N'00:00:00:00:00:00',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'SB 03-3',NULL,NULL,NULL,NULL
N'1eab675a-260d-4ccd-8ffb-eb89454a239c',N'                                    ',N'5e3386ac-b7e9-4e54-86e7-a6cc5fbe277f',N'147.231.25.136',N'00:18:FE:87:A8:D2',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias136',N'swL081',N'4',NULL,NULL
N'1fe9d9cc-bb90-4164-bd37-3925ad2730c5',N'                                    ',N'96009a72-0929-46a0-97bd-4861fdfe7702',N'172.16.4.33',N'00:0F:20:7A:18:56',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum33',N'swL041',N'27',NULL,NULL
N'205a6459-b49c-4112-94f5-3db699c5f051',N'                                    ',N'7c848353-0325-411d-81c2-08030d80d461',N'147.231.25.16',N'00:0e:7f:fd:67:9d',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'netservice2',N'sw253',N'G3/8',NULL,NULL
N'20a8f39e-74a9-4a25-a984-15ff808dc886',N'                                    ',N'e206c92d-0186-4cba-ba9b-5bcdcff3c828',N'147.231.25.133',N'00:18:FE:31:A1:CD',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias133',N'swL081',N'3',NULL,NULL
N'2151d369-70e0-4f11-8e87-d4277607a250',NULL,N'de5bca84-2130-4a76-b419-a79e9722568a',N'172.16.6.52',N'E4:1F:13:22:6A:E0',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis52',N'swL112',N'20',NULL,NULL
N'223ad334-e03e-45f6-acbc-c3b460ae7371',NULL,N'405f13ac-5127-4a0a-89f8-2853a5065337',N'10.26.202.5',N'00:00:00:00:00:00',N'0dbc6c7f-99f8-4ca5-ae69-968c6655d996',N'apollo4.fzu.cz',NULL,NULL,NULL,NULL
N'22e3d6e3-0cb7-47cd-ba14-d35983d4de08',N'                                    ',N'8c715ffa-2f9d-4bf7-9c6b-df33230a911c',N'147.231.25.22',N'00:30:6e:2c:7d:84',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias22',N'sw009',N'H13',NULL,NULL
N'23c6cd49-32e4-4f5a-b906-03b919c1db68',NULL,N'4f3030bf-cd53-45db-9695-a85108f7a9cd',N'147.231.25.23',N'18:A9:05:76:7D:AC',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'sql',N'sw253',N'3/22',NULL,NULL
N'24160394-2092-4231-ae52-795e24146fdc',NULL,N'a3f4d45e-3149-49e0-bfc4-01f92a0e1c9b',N'172.16.7.6',N'e4:1f:13:ef:16:9e',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'ib06',N'swL111',N'39',NULL,NULL
N'2455202f-598a-4b4b-9127-a7046fbec8ff',N'                                    ',N'8974786b-cb80-4241-8366-414979d4b0a1',N'147.231.25.105',N'00:16:35:3A:22:E9',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias105',N'swL083',N'12',NULL,NULL
N'24ab3900-e2bd-4c83-9b88-b60ee3a21e85',NULL,N'251eb4c0-8b21-4bfb-afc9-ae6b4a16607e',N'172.16.7.12',N'e4:1f:13:ef:2d:84',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'ib12',N'swL112',N'39',NULL,NULL
N'24daf65e-dd96-4021-ab22-ca106593876d',NULL,N'1f39f670-c432-4de2-9538-b52738c54ab6',N'172.16.1.13',N'00:30:48:C6:49:40',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix13',N'swL051',N'13',NULL,NULL
N'2528cef1-9d3a-43b7-8053-1096d4e27e58',N'                                    ',N'4ee94adf-9c55-41d5-85de-92edb377fdd1',N'147.231.25.167',N'00:23:7D:3A:7E:62',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias167',N'swR051',N'13',NULL,NULL
N'254527fa-4ac8-4385-818e-bed0c766e187',N'                                    ',N'f5ff7498-e1f8-41f2-b0ac-324cb2135bef',N'147.231.25.148',N'00:1B:78:D0:9C:2C',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias148',N'swR051',N'11',NULL,NULL
N'25702f6e-860e-4363-aa1d-46c193c153c4',N'                                    ',N'7e9db4f5-4f19-4937-9afb-b1eedfcc3f2f',N'147.231.25.97',N'00:30:6e:2c:4b:7e',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'golias97',N'sw010',N'9',NULL,NULL
N'25fa048d-6ea2-4de3-b76b-5d5828f9f5db',N'                                    ',N'23891871-bda0-411d-a626-3e3146ab4ebe',N'172.16.4.11',N'00:0f:20:7a:e7:70',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum11',N'swL041',N'6',NULL,NULL
N'26c9106f-972f-4bcb-99b4-198541701dbd',NULL,N'79557021-a9ec-4155-8bfb-8facef07401a',N'172.16.6.24',N'E4:1F:13:22:7A:AC',N'27f66a81-e61b-4bb3-ab0f-f290217646a0',N'ibis24',N'swL111',N'24',NULL,NULL
N'272be5ab-e82d-469e-8496-7e05d1efc6b4',NULL,N'0bfc7a1c-5eaf-492d-a03c-07118d033ebd',N'172.16.2.31',N'00:1F:C6:DA:1C:70',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis31',N'swL101',N'31',NULL,NULL
N'273f1e6d-7114-4bab-a2e5-ea39c149612c',N'                                    ',N'e7682a27-1879-4939-9d86-76a5aeb21629',N'172.16.4.46',N'00:11:85:5c:c3:6f',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum46',N'swL071',N'10',NULL,NULL
N'279625a7-8024-4f57-9e0f-d825ed9c2d01',NULL,N'3fc8b604-94ae-4d20-90f3-88921a8ac049',N'172.16.1.40',N'00:30:48:C6:49:4C',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'salix40',N'swL051',N'40',NULL,NULL
N'27ab2fdf-6424-4bf9-aeb9-52ec48443150',NULL,N'9edabe16-bcd4-40e6-ac62-de6d6b5a264e',N'172.16.2.71',N'00:1F:C6:D9:47:D6',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis71',N'swL102',N'29',NULL,NULL
N'289c8de7-3448-44f2-8e8f-b44979e5f70f',NULL,N'bfb50a5b-7d62-4bd4-92ce-e07d40fbb22d',N'172.16.2.59',N'00:1F:C6:DA:1C:74',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis59',N'swL102',N'17',NULL,NULL
N'289e2269-247a-42ec-9e7d-94db0f12a546',NULL,N'31d547d5-c42a-4172-9a03-e29af97f70d8',N'172.16.2.35',N'00:1F:C6:D9:4E:20',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'iberis35',N'swL101',N'35',NULL,NULL
N'289eaec0-8aa3-49bd-bdee-5c7c050778d0',N'                                    ',N'04759ac3-509e-41f1-8ea7-4f266f0d5225',N'172.16.4.51',N'00:12:79:3c:64:71',N'6d31f21c-ceaf-4c22-9269-1730cd686456',N'hypericum51',N'swL071',N'15',NULL,NULL
